"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","3378221252","54.2","985249576","41.2","9221083174","315487","78546","33.2","953523","2164","10243"
"2","2","0","OLD","20205362","미니언즈2","2022-07-20","893378062","14.3","142625708","19","12176003268","91301","10661","13.2","1255803","1004","2733"
"3","3","0","OLD","20194376","탑건: 매버릭","2022-06-22","708943458","11.4","222515660","45.7","72721832137","65322","17994","38","6818015","828","1984"
"4","4","1","OLD","20208446","외계+인 1부","2022-07-20","478744771","7.7","85658045","21.8","12653441824","44967","5853","15","1215106","735","1935"
"5","5","-1","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","333880499","5.4","-35533651","-9.6","716263649","34855","-5846","-14.4","76980","718","1379"
"6","6","0","OLD","20209654","헤어질 결심","2022-06-29","227221677","3.6","60189940","36","16640829183","20546","4726","29.9","1614329","418","719"
"7","7","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","97954119","1.6","41630749","73.9","4050905772","9060","3562","64.8","390699","189","277"
"8","8","2","OLD","20224662","토르: 러브 앤 썬더","2022-07-06","17855599","0.3","1502700","9.2","29384509395","1623","196","13.7","2705048","42","60"
"9","9","0","OLD","20226207","비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3","2022-07-27","23458500","0.4","-3731500","-13.7","56968000","1422","-226","-13.7","3453","18","22"
"10","10","1","OLD","20225293","썸머 필름을 타고!","2022-07-20","9479000","0.2","-12800","-0.1","172103120","916","-80","-8","18207","53","86"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","7125431897","61.6","3747210645","110.9","16346515071","660355","344868","109.3","1613878","2136","10335"
"2","2","0","OLD","20205362","미니언즈2","2022-07-20","1273037950","11.0","379659888","42.5","13449041218","125938","34637","37.9","1381741","1064","3039"
"3","3","0","OLD","20194376","탑건: 매버릭","2022-06-22","1305306904","11.3","596363446","84.1","74027139041","118984","53662","82.1","6936999","867","2045"
"4","4","0","OLD","20208446","외계+인 1부","2022-07-20","796451323","6.9","317706552","66.4","13449893147","73676","28709","63.8","1288782","759","1851"
"5","5","0","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","456902728","3.9","123022229","36.8","1173166377","46922","12067","34.6","123902","748","1607"
"6","6","0","OLD","20209654","헤어질 결심","2022-06-29","338627537","2.9","111405860","49","16979456720","30453","9907","48.2","1644782","421","742"
"7","7","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","115269216","1.0","17315097","17.7","4166174988","10585","1525","16.8","401284","211","300"
"8","8","0","OLD","20224662","토르: 러브 앤 썬더","2022-07-06","29228469","0.3","11372870","63.7","29413737864","2549","926","57.1","2707597","53","69"
"9","9","0","NEW","20196410","비상선언","2022-08-03","25303600","0.2","25303600","100","118941600","2077","2077","100","13567","8","9"
"10","10","1","OLD","20225175","엘비스","2022-07-13","15419780","0.1","5945780","62.8","902901130","1388","497","55.8","84112","28","34"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","7043504621","62.5","-81927276","-1.1","23390019692","655697","-4658","-0.7","2269575","2132","10095"
"2","2","0","OLD","20205362","미니언즈2","2022-07-20","1242348989","11.0","-30688961","-2.4","14691390207","123205","-2733","-2.2","1504946","1052","3006"
"3","3","0","OLD","20194376","탑건: 매버릭","2022-06-22","1224926845","10.9","-80380059","-6.2","75252065886","112357","-6627","-5.6","7049356","872","2054"
"4","4","0","OLD","20208446","외계+인 1부","2022-07-20","750640885","6.7","-45810438","-5.8","14200534032","68901","-4775","-6.5","1357683","750","1809"
"5","5","0","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","461654258","4.1","4751530","1","1634820635","47622","700","1.5","171524","742","1572"
"6","6","0","OLD","20209654","헤어질 결심","2022-06-29","300481783","2.7","-38145754","-11.3","17279938503","27313","-3140","-10.3","1672095","440","740"
"7","7","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","111063993","1.0","-4205223","-3.6","4277238981","10358","-227","-2.1","411642","203","286"
"8","8","1","OLD","20196410","비상선언","2022-08-03","28548316","0.3","3244716","12.8","147489916","2196","119","5.7","15763","10","11"
"9","9","-1","OLD","20224662","토르: 러브 앤 썬더","2022-07-06","23716880","0.2","-5511589","-18.9","29437454744","2102","-447","-17.5","2709699","54","68"
"10","10","0","OLD","20225175","엘비스","2022-07-13","13340000","0.1","-2079780","-13.5","916241130","1207","-181","-13","85319","29","34"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","3863995934","57.6","-3179508687","-45.1","27254015626","385978","-269719","-41.1","2655553","2019","9636"
"2","2","0","OLD","20205362","미니언즈2","2022-07-20","903996128","13.5","-338352861","-27.2","15595386335","97207","-25998","-21.1","1602153","943","2831"
"3","3","0","OLD","20194376","탑건: 매버릭","2022-06-22","731076809","10.9","-493850036","-40.3","75983142695","71491","-40866","-36.4","7120847","797","2038"
"4","4","1","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","370464938","5.5","-91189320","-19.8","2005285573","40778","-6844","-14.4","212302","671","1436"
"5","5","-1","OLD","20208446","외계+인 1부","2022-07-20","404644694","6.0","-345996191","-46.1","14605178726","40373","-28528","-41.4","1398056","720","1798"
"6","6","0","OLD","20209654","헤어질 결심","2022-06-29","190364696","2.8","-110117087","-36.6","17470303199","18220","-9093","-33.3","1690315","411","751"
"7","7","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","76210417","1.1","-34853576","-31.4","4353449398","7471","-2887","-27.9","419113","184","269"
"8","8","0","OLD","20196410","비상선언","2022-08-03","73157300","1.1","44608984","156.3","220647216","4885","2689","122.4","20648","29","31"
"9","9","0","NEW","20211792","헌트","2022-08-10","36423000","0.5","36423000","100","64249000","4047","4047","100","6408","21","21"
"10","10","-1","OLD","20224662","토르: 러브 앤 썬더","2022-07-06","12191860","0.2","-11525020","-48.6","29449646604","1081","-1021","-48.6","2710780","37","50"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","3418285205","56.5","-445710729","-11.5","30672300831","340705","-45273","-11.7","2996258","2030","9659"
"2","2","0","OLD","20205362","미니언즈2","2022-07-20","843554512","13.9","-60441616","-6.7","16438940847","90863","-6344","-6.5","1693016","945","2837"
"3","3","0","OLD","20194376","탑건: 매버릭","2022-06-22","678686098","11.2","-52390711","-7.2","76661828793","66646","-4845","-6.8","7187493","802","2072"
"4","4","0","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","351444239","5.8","-19020699","-5.1","2356729812","38807","-1971","-4.8","251109","677","1440"
"5","5","0","OLD","20208446","외계+인 1부","2022-07-20","363649895","6.0","-40994799","-10.1","14968828621","36506","-3867","-9.6","1434562","712","1804"
"6","6","0","OLD","20209654","헤어질 결심","2022-06-29","190209473","3.1","-155223","-0.1","17660512672","18263","43","0.2","1708578","412","752"
"7","7","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","81394059","1.3","5183642","6.8","4434843457","8088","617","8.3","427201","185","271"
"8","8","1","OLD","20211792","헌트","2022-08-10","30461000","0.5","-5962000","-16.4","94710000","4277","230","5.7","10685","17","17"
"9","9","-1","OLD","20196410","비상선언","2022-08-03","26522000","0.4","-46635300","-63.7","247169216","1681","-3204","-65.6","22329","5","7"
"10","10","0","OLD","20224662","토르: 러브 앤 썬더","2022-07-06","12040299","0.2","-151561","-1.2","29461686903","1082","1","0.1","2711862","38","51"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","8","OLD","20196410","비상선언","2022-08-03","3328085755","46.8","3301563755","12448.4","3575254971","336736","335055","19931.9","359065","1685","7374"
"2","2","-1","OLD","20209343","한산: 용의 출현","2022-07-27","2290751101","32.2","-1127534104","-33","32963051932","235501","-105204","-30.9","3231759","1442","6022"
"3","3","-1","OLD","20205362","미니언즈2","2022-07-20","527704718","7.4","-315849794","-37.4","16966645565","56933","-33930","-37.3","1749949","756","1536"
"4","4","-1","OLD","20194376","탑건: 매버릭","2022-06-22","382986625","5.4","-295699473","-43.6","77044815418","36847","-29799","-44.7","7224340","556","1117"
"5","5","-1","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","211403318","3.0","-140040921","-39.8","2568133130","23681","-15126","-39","274790","527","736"
"6","6","-1","OLD","20208446","외계+인 1부","2022-07-20","110505416","1.6","-253144479","-69.6","15079334037","10961","-25545","-70","1445523","400","589"
"7","7","-1","OLD","20209654","헤어질 결심","2022-06-29","104273297","1.5","-85936176","-45.2","17764785969","9827","-8436","-46.2","1718405","255","410"
"8","8","0","NEW","20226107","극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021","2022-08-03","84561600","1.2","84561600","100","88897700","9229","9229","100","9647","389","619"
"9","9","-2","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","24216497","0.3","-57177562","-70.2","4459059954","2335","-5753","-71.1","429536","67","84"
"10","10","2","OLD","20225293","썸머 필름을 타고!","2022-07-20","7861100","0.1","818100","11.6","218095020","833","112","15.5","22757","48","78"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","1","OLD","20209343","한산: 용의 출현","2022-07-27","2034431528","38.1","-256319573","-11.2","34997483460","209334","-26167","-11.1","3441093","1467","6037"
"2","2","-1","OLD","20196410","비상선언","2022-08-03","1993371360","37.4","-1334714395","-40.1","5568626331","207112","-129624","-38.5","566177","1734","7351"
"3","3","0","OLD","20205362","미니언즈2","2022-07-20","412967378","7.7","-114737340","-21.7","17379612943","44861","-12072","-21.2","1794810","773","1563"
"4","4","0","OLD","20194376","탑건: 매버릭","2022-06-22","356183309","6.7","-26803316","-7","77400998727","34520","-2327","-6.3","7258860","573","1149"
"5","5","0","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","173504420","3.3","-37898898","-17.9","2741637550","19268","-4413","-18.6","294058","520","749"
"6","6","1","OLD","20209654","헤어질 결심","2022-06-29","107314159","2.0","3040862","2.9","17872100128","10209","382","3.9","1728614","265","415"
"7","7","-1","OLD","20208446","외계+인 1부","2022-07-20","90907999","1.7","-19597417","-17.7","15170242036","9290","-1671","-15.2","1454813","399","573"
"8","8","0","OLD","20226107","극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021","2022-08-03","54079279","1.0","-30482321","-36","142976979","5946","-3283","-35.6","15593","383","556"
"9","9","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","23455320","0.4","-761177","-3.1","4482515274","2285","-50","-2.1","431821","67","89"
"10","10","24","OLD","20225183","프리! 더 파이널 스트로크 후편","2022-06-30","21704899","0.4","21314199","5455.4","182356299","2231","2191","5477.5","17890","13","21"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","2565528184","41.8","531096656","26.1","37563011644","250625","41291","19.7","3691718","1530","6343"
"2","2","0","OLD","20196410","비상선언","2022-08-03","2064808151","33.7","71436791","3.6","7633434482","198576","-8536","-4.1","764753","1666","7169"
"3","3","1","OLD","20194376","탑건: 매버릭","2022-06-22","504483247","8.2","148299938","41.6","77905481974","46942","12422","36","7305802","605","1238"
"4","4","-1","OLD","20205362","미니언즈2","2022-07-20","413915957","6.7","948579","0.2","17793528900","43092","-1769","-3.9","1837902","783","1595"
"5","5","0","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","167553618","2.7","-5950802","-3.4","2909191168","18088","-1180","-6.1","312146","537","779"
"6","6","0","OLD","20209654","헤어질 결심","2022-06-29","142017614","2.3","34703455","32.3","18014117742","13226","3017","29.6","1741840","265","432"
"7","7","0","OLD","20208446","외계+인 1부","2022-07-20","113278760","1.8","22370761","24.6","15283520796","11557","2267","24.4","1466370","407","576"
"8","8","0","OLD","20226107","극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021","2022-08-03","49992320","0.8","-4086959","-7.6","192969299","5266","-680","-11.4","20859","362","513"
"9","9","0","OLD","20225237","명탐정 코난: 할로윈의 신부","2022-07-13","27421500","0.4","3966180","16.9","4509936774","2517","232","10.2","434338","75","94"
"10","10","26","OLD","20224882","마녀(魔女) Part2. The Other One","2022-06-15","12398000","0.2","11939500","2604","28919650670","2433","2378","4323.6","2806159","20","20"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20209343","한산: 용의 출현","2022-07-27","4833674390","45.1","2268146206","88.4","42396686034","465415","214790","85.7","4157133","1637","6816"
"2","2","0","OLD","20196410","비상선언","2022-08-03","3450057301","32.2","1385249150","67.1","11083491783","324481","125905","63.4","1089234","1619","6862"
"3","3","0","OLD","20194376","탑건: 매버릭","2022-06-22","813816500","7.6","309333253","61.3","78719298474","74350","27408","58.4","7380152","631","1310"
"4","4","0","OLD","20205362","미니언즈2","2022-07-20","675153336","6.3","261237379","63.1","18468682236","68046","24954","57.9","1905948","818","1734"
"5","5","0","OLD","20225190","뽀로로 극장판 드래곤캐슬 대모험","2022-07-28","262266899","2.4","94713281","56.5","3171458067","27419","9331","51.6","339565","581","863"
"6","6","1","OLD","20208446","외계+인 1부","2022-07-20","222289537","2.1","109010777","96.2","15505810333","18867","7310","63.3","1485237","396","548"
"7","7","-1","OLD","20209654","헤어질 결심","2022-06-29","201851173","1.9","59833559","42.1","18215968915","18001","4775","36.1","1759841","278","438"
